		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 14.986328	M = 7681	N = 8	m = 9	n = 61448
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111011100    6    6    7    6    7    3    9    8 41.240255 0.000002 FAILURE 131
111100000   14   14   14   15   11   18   16   12  2.608787 0.956465 SUCCESS 132
111100010    7    5   11   10   11   11   14   14 16.408741 0.036890 SUCCESS 133
111100100    9    7   10    5    8    8   10    8 27.268472 0.000635 FAILURE 134
111100110   25   22   18   21   24   24   22   21 30.513302 0.000171 FAILURE 135
111101000    8   11   12    7    8   11   10    9 18.119225 0.020350 SUCCESS 136
111101010    9   13   18   18   18   13   13   10  6.879746 0.549661 SUCCESS 137
111101100   13    8    5    7   10   10    8    7 26.102024 0.001009 FAILURE 138
111101110    6    8    9   10    8    6    8    8 28.781541 0.000346 FAILURE 139
111110000   11   13    8   13    9   12   10    6 15.372647 0.052292 SUCCESS 140
111110010   17   19   21   16   15   20   16   20  7.491653 0.484630 SUCCESS 141
111110100    8   12   11    8    8   12   10   10 15.849622 0.044584 SUCCESS 142
111110110    7    4    3    7    8    4    5    9 48.056607 0.000000 FAILURE 143
111111000   10   14    6   10    6   10    9    9 21.287028 0.006423 FAILURE 144
111111010   11    9   18   12   16   11   12   15  6.588875 0.581567 SUCCESS 145
111111100   10   14    5   12    9   13    7    7 20.810053 0.007669 FAILURE 146
111111110   12   11    7   10   10   10    5   14 18.193828 0.019819 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 14.986328	M = 7681	N = 8	m = 9	n = 61448
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   28   28   23   24   26   22   24   25 57.652933 0.000000 FAILURE   0
000000011   19   16   19   16   19   17   15   18  4.379600 0.821354 SUCCESS   1
000000101   15   16   18   20   16   19   19   22  8.114063 0.422408 SUCCESS   2
000000111   10   14    9   15    9   11    7   13 12.488174 0.130716 SUCCESS   3
000001001    8    2    6    6    5    4    9    7 48.194501 0.000000 FAILURE   4
000001011   21   17   17   19   15   21   20   18  9.016034 0.340945 SUCCESS   5
000001101   11   10   17    9   11   12   12   12  8.500545 0.386162 SUCCESS   6
000001111    9   12   10   11   14    8   10   14 11.109229 0.195587 SUCCESS   7
000010001   11   10   11    8   12   12    9    9 13.442124 0.097516 SUCCESS   8
000010011    9    5    9    6    3    8    7    6 40.621615 0.000002 FAILURE   9
000010101   10   15   14   10   16   10   17   15  5.560322 0.696348 SUCCESS  10
000010111   42   41   41   42   40   48   42   44 420.579414 0.000000 FAILURE  11
000011001   10    8   12   13   13    9   14   10 10.490589 0.232266 SUCCESS  12
000011011    8    9   14    9    8    8   11    8 19.565232 0.012112 SUCCESS  13
000011101   16   14   16   14   22   19   12   15  5.393071 0.714856 SUCCESS  14
000011111    8   10    8    8    6    5    6    7 34.218947 0.000037 FAILURE  15
000100011   17   13   18   12   14   15   16   12  2.545496 0.959576 SUCCESS  16
000100101   13   11   18   13   18   13   16   13  3.506987 0.898647 SUCCESS  17
000100111    9    5    7    6    3    9    8    6 40.621615 0.000002 FAILURE  18
000101001    8   13   10   11    7   12   10    9 15.644665 0.047758 SUCCESS  19
000101011    7   12    9    7   12    6   12   12 19.293214 0.013368 SUCCESS  20
000101101   15   18   17   17   18   23   14   20  8.039460 0.429625 SUCCESS  21
000101111   18   17   22   15   14   15   17   19  5.754775 0.674679 SUCCESS  22
000110011   14    9   14   12   13   11   15   13  4.859538 0.772478 SUCCESS  23
000110101   13   15   11   11   16   14   10   10  6.029756 0.643899 SUCCESS  24
000110111   15   13   16   15   11   10   13   12  4.039712 0.853523 SUCCESS  25
000111001   15   14   13   16   11   14   12   11  3.283177 0.915351 SUCCESS  26
000111011   20   13   15   19   24   18   13   21 12.109233 0.146396 SUCCESS  27
000111101   14   12    7    9    7   10    8    8 20.392599 0.008949 FAILURE  28
000111111    6   10    8    9    5    3   10    4 39.935913 0.000003 FAILURE  29
001000011   14   22   13   16   14   13   17   15  4.420268 0.817356 SUCCESS  30
001000101   13   13   14   15   18   13   13   15  1.781420 0.986995 SUCCESS  31
001000111   13   13   16   16   13   16   13   13  1.572693 0.991434 SUCCESS  32
001001011   18   20   26   24   18   23   20   16 23.182270 0.003138 FAILURE  33
001001101    7    5    6    7    3    9    4    7 46.334811 0.000000 FAILURE  34
001001111   13   13   13   13    9   18   15   13  4.457166 0.813703 SUCCESS  35
001010011    8    7    9    7    7    5    7    8 33.667369 0.000047 FAILURE  36
001010101   20   26   24   23   23   21   23   25 38.388371 0.000006 FAILURE  37
001010111   14   15   19   14   16   14   20   16  3.186759 0.922096 SUCCESS  38
001011011   18   19   18   17   17   15   16   16  3.063947 0.930281 SUCCESS  39
001011101   18   13   17   19   18   21   15   14  5.475215 0.705784 SUCCESS  40
001011111   16   15   10   11   11   12    9   12  7.676949 0.465646 SUCCESS  41
001100101   10   10   15   13   11   10   12   12  7.740240 0.459247 SUCCESS  42
001100111   12   11   14   10   11   12   15   11  6.298004 0.613889 SUCCESS  43
001101011   14   11   13   13   21   14   14   11  5.429968 0.710786 SUCCESS  44
001101101    7    6   15    8    9    8   14   10 20.947948 0.007287 FAILURE  45
001101111   21   20   23   24   18   17   15   18 15.787946 0.045518 SUCCESS  46
001110101   14   15   20    8   14   18   14   11  7.021411 0.534324 SUCCESS  47
001110111   13    7    6   11   10   12    9   13 16.404970 0.036937 SUCCESS  48
001111011    8    6    5    5    7    9    8    9 35.389165 0.000023 FAILURE  49
001111101   13   13   17   12   15   17   19   19  3.939523 0.862538 SUCCESS  50
001111111   10   12    9   13   10    7    9   10 15.368876 0.052357 SUCCESS  51
010000011   16   12   16   15   19   17   15   16  2.217727 0.973599 SUCCESS  52
010000111   17   16   12   15   16   18   16   17  2.012770 0.980618 SUCCESS  53
010001011   11   19   23   18   21   19   19   21 14.468522 0.070342 SUCCESS  54
010001111   16   19   20   17   14   18   18   15  4.513724 0.808058 SUCCESS  55
010010011   14   12   14   16    9   21   13   17  6.335709 0.609683 SUCCESS  56
010010111   14   14   17   18   13   13   16   13  1.926856 0.983173 SUCCESS  57
010011011    9    5    8    9    6    6    4    6 40.207932 0.000003 FAILURE  58
010011111   13   11   12   12   13   16   13   12  3.827214 0.872367 SUCCESS  59
010100011   10    7   11   10   14   10   15    6 16.270846 0.038664 SUCCESS  60
010100111    8    8   11    6    7   11   11   16 20.053519 0.010135 SUCCESS  61
010101011   24   31   27   27   26   21   29   29 81.121392 0.000000 FAILURE  62
010101111   12   21   19   15   13   17   18   19  6.507539 0.590572 SUCCESS  63
010110011   23   23   20   24   22   22   21   24 31.068650 0.000137 FAILURE  64
010110111    9   11   10   13   16    9   13   11  9.462036 0.304829 SUCCESS  65
010111011    6    8    6   11   11    9    4   13 27.756758 0.000523 FAILURE  66
010111111   18   14   13   14   11   18   11   17  4.129397 0.845264 SUCCESS  67
011000111   24   17   21   22   21   21   22   20 21.877928 0.005147 FAILURE  68
011001111   24   20   20   18   19   21   24   23 23.327705 0.002968 FAILURE  69
011010111    8    9    9   10   13    7    8   10 19.770189 0.011241 SUCCESS  70
011011111    8    9   13   12   14   12   13   14  7.744011 0.458867 SUCCESS  71
011101111   16   13    6   10   13   12    6   13 14.351635 0.073048 SUCCESS  72
011111111    7   10    7    9   10    9    7   11 22.658432 0.003832 FAILURE  73
100000000   28   28   23   24   26   22   24   25 57.652933 0.000000 FAILURE  74
100010000   12   10   10    9    8    8   10    5 21.834836 0.005231 FAILURE  75
100100000    6    4    4    9    6    6    8    7 43.580691 0.000001 FAILURE  76
100101000   11   18   12   19   16   16   20   15  5.322238 0.722645 SUCCESS  77
100110000    6    8   10    7    6    8    9    7 30.846188 0.000150 FAILURE  78
100111000   30   32   29   32   31   28   31   33 138.407940 0.000000 FAILURE  79
101000000   11    9    9   13   14   10   10   11 10.900502 0.207401 SUCCESS  80
101000100    6    9    5    8    1    7    6    4 50.054192 0.000000 FAILURE  81
101001000   10   14   11   12    9   10   10   12 10.006073 0.264600 SUCCESS  82
101001100    9   10   15   11   12   14    7    8 13.725454 0.089208 SUCCESS  83
101010000   17   10   15   13   18   19   15   11  5.098429 0.747006 SUCCESS  84
101010100   10   11    7    7    2   10    7    7 33.741972 0.000045 FAILURE  85
101011000   31   27   27   23   27   22   21   28 69.523172 0.000000 FAILURE  86
101011100   15   14   13   13   15    9   14   11  4.244668 0.834401 SUCCESS  87
101100000   26   30   34   23   28   24   26   28 90.576592 0.000000 FAILURE  88
101100100   20   24   25   28   18   23   27   22 44.321605 0.000000 FAILURE  89
101101000   23   24   26   24   23   26   25   25 50.612772 0.000000 FAILURE  90
101101100   11   11   15   13   13   12   14   11  4.512916 0.808139 SUCCESS  91
101110000   10    7   12    8   12   11    9    7 18.670803 0.016723 SUCCESS  92
101110100   14   17   14   12   12   13   18   12  3.156594 0.924149 SUCCESS  93
101111000   23   21   25   24   23   26   17   26 40.870472 0.000002 FAILURE  94
101111100   13   14   16   15   13   12   12   11  3.007388 0.933893 SUCCESS  95
110000000   21   20   20   20   16   21   15   19 11.367781 0.181718 SUCCESS  96
110000010   14   20   16   14   17   21   19   17  6.101396 0.635875 SUCCESS  97
110000100    8    7   15   10   10    9    9    9 18.603741 0.017129 SUCCESS  98
110001000   17   14   18   15   18   15   17   15  1.878646 0.984509 SUCCESS  99
110001010    8   11    9    8    8   12   11   14 15.439709 0.051139 SUCCESS 100
110010000   10    9    7   10   12    9   14   12 14.064534 0.080099 SUCCESS 101
110010010   17   18   23   23   18   24   20   18 18.348421 0.018761 SUCCESS 102
110010100   16   19   18   18   16   17   21   16  5.348632 0.719746 SUCCESS 103
110011000    8    8   12   13   11   12   11   12 11.038396 0.199533 SUCCESS 104
110011010   19   14   14   18   18   14   15   15  2.564348 0.958663 SUCCESS 105
110100000   12   12   12    9   12   11   15   12  6.640855 0.575830 SUCCESS 106
110100010   11   11   11    9   12   14   10   12  8.768793 0.362174 SUCCESS 107
110100100    9   10   11   13    4    9    8    9 22.181457 0.004591 FAILURE 108
110101000   15   13   17   17   14   15   16   11  2.064750 0.978962 SUCCESS 109
110101010   14   16   10   11    5   10   13   11 12.905628 0.115138 SUCCESS 110
110101100   27   22   25   22   26   27   23   32 66.347828 0.000000 FAILURE 111
110110000   12   15   18   13   16   14   16   15  1.721899 0.988383 SUCCESS 112
110110010   22   23   20   24   23   20   20   18 23.674327 0.002598 FAILURE 113
110110100    9   11   14   10   12   13    9   11  9.801116 0.279263 SUCCESS 114
110111000    9    5   10   12   12   11    9    8 19.222381 0.013715 SUCCESS 115
110111010    8    9    5    6    7    3   11    6 39.246441 0.000004 FAILURE 116
110111100   29   23   25   24   26   23   22   25 53.579389 0.000000 FAILURE 117
111000000   18   19   16   15   13   20   16   17  4.163332 0.842094 SUCCESS 118
111000010   40   38   42   43   40   42   39   42 367.601531 0.000000 FAILURE 119
111000100   10    9    9   10   13    7    9    8 18.875760 0.015538 SUCCESS 120
111000110   26   33   25   30   30   26   25   25 90.923214 0.000000 FAILURE 121
111001000    8    7    7   12   11    8   10   13 19.222381 0.013715 SUCCESS 122
111001010   28   22   27   25   25   22   24   22 51.231412 0.000000 FAILURE 123
111001100    7    7   11    7    7    6    8   13 27.890882 0.000495 FAILURE 124
111010000    7    8   11    7    8    9    8   10 24.171501 0.002145 FAILURE 125
111010010    6    9   12    8    8    9   12    8 21.834836 0.005231 FAILURE 126
111010100   19   22   25   23   20   22   23   23 29.823829 0.000227 FAILURE 127
111010110   15   15   16   14   21   16   18   18  3.954605 0.861196 SUCCESS 128
111011000    4    3    4    3    2    1    6    0 82.622880 0.000000 FAILURE 129
111011010   12   10   10   14   10   11    9   15  9.391204 0.310376 SUCCESS 130
111011100    5    4    6   10   12    8    4    9 37.252626 0.000010 FAILURE 131
111100000   22   14   16   14   11   18   17   14  5.665089 0.684689 SUCCESS 132
111100010    7    9   11    9    9    9    7   11 20.869574 0.007502 FAILURE 133
111100100    8    8    6   10    9   11    8   11 22.039792 0.004843 FAILURE 134
111100110   22   25   21   23   23   23   21   25 35.488816 0.000022 FAILURE 135
111101000   11    6    9    5    8    7   10    8 28.852373 0.000337 FAILURE 136
111101010   15   16   15   15    7   11   11   20  8.392815 0.396069 SUCCESS 137
111101100   10   10    9    4   10    9    8    7 26.169086 0.000983 FAILURE 138
111101110    8    8    6    7   13    8    6    8 29.266057 0.000285 FAILURE 139
111110000   13   13   12    7    6   14   14    9 13.729225 0.089102 SUCCESS 140
111110010   19   18   17   19   20   20   18   20  8.952742 0.346298 SUCCESS 141
111110100    8    4   12    6   10    6   10    8 30.231318 0.000192 FAILURE 142
111110110    8    9    3    6    6    7    6    4 45.164593 0.000000 FAILURE 143
111111000   14   14    9    8   10   13   12   10 10.285633 0.245548 SUCCESS 144
111111010   12    7   14   17   10    8   10   17 12.432424 0.132928 SUCCESS 145
111111100   13   12    6    9   10   13    9    8 16.747821 0.032845 SUCCESS 146
111111110    7   10    7    9   10    9    7   11 22.658432 0.003832 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 14.986328	M = 7681	N = 8	m = 9	n = 61448
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   26   26   26   24   30   23   25   21 60.067972 0.000000 FAILURE   0
000000011   16   16   18   17   20   15   19   15  3.891314 0.866794 SUCCESS   1
000000101   23   13   22   17   14   20   20   21 14.397690 0.071971 SUCCESS   2
000000111   11   12   10    8   13    5   16    8 17.374002 0.026442 SUCCESS   3
000001001    4    8    5    4    5    2    9    5 54.735064 0.000000 FAILURE   4
000001011   26   18   19   19   19   20   19   20 16.898644 0.031182 SUCCESS   5
000001101   10   10   12   11   15   14    9   12  8.291818 0.405496 SUCCESS   6
000001111   11   13    9    9   17    7   14   11 12.149094 0.144675 SUCCESS   7
000010001   13   17   12   12   12   14   11   11  4.654581 0.793776 SUCCESS   8
000010011    9    7    8    5    8    3    8    9 36.216532 0.000016 FAILURE   9
000010101   14   13   12   13   11   14   17   16  2.739140 0.949647 SUCCESS  10
000010111   51   40   42   40   41   42   43   41 423.750988 0.000000 FAILURE  11
000011001    7   10   17   14   10   11   14   11 10.431068 0.236064 SUCCESS  12
000011011    9    9    9    9   10   12    7   10 18.324182 0.018923 SUCCESS  13
000011101   22   18   15   20   17   18   19   20  9.500550 0.301843 SUCCESS  14
000011111    6    2   10    5    9    5    6    8 44.065207 0.000001 FAILURE  15
000100011   17   16   15   13   12   15   17   16  1.587775 0.991153 SUCCESS  16
000100101   13   19   15   16   12   16   13   15  2.411372 0.965736 SUCCESS  17
000100111    9    7    8    6    9    6   11    9 27.406366 0.000601 FAILURE  18
000101001   11    7    9    8    8    9   10   12 19.494400 0.012428 SUCCESS  19
000101011   13    8    8   11    9    6    9   13 18.879530 0.015517 SUCCESS  20
000101101   13   18   15   20   20   17   18   15  5.270259 0.728338 SUCCESS  21
000101111   19   16   19   19   20   16   16   19  6.388497 0.603800 SUCCESS  22
000110011   10   12   13   15   11   12   14   10  6.093047 0.636810 SUCCESS  23
000110101   12   13   20   12   11   17   11    9  8.176547 0.416417 SUCCESS  24
000110111   13   14   11   16   15   15   11   14  2.668308 0.953420 SUCCESS  25
000111001   11   12   15    9   13    9   14   11  8.086862 0.425032 SUCCESS  26
000111011   22   19   17   21   20   18   18   23 14.688561 0.065492 SUCCESS  27
000111101    7   19    6    7    8   11    9   13 22.677285 0.003804 FAILURE  28
000111111   10    5    6    7    9   10    8   13 26.377813 0.000905 FAILURE  29
001000011   16   15   14   16   15   15   18   15  0.835011 0.999091 SUCCESS  30
001000101   17   17   13   18   19   17    8   13  6.484915 0.593081 SUCCESS  31
001000111   14   15   14   14   11   15   14   19  2.474663 0.962902 SUCCESS  32
001001011   20   21   23   21   21   20   18   23 20.428150 0.008832 FAILURE  33
001001101    5    9    7    6    4    9    4    6 43.994375 0.000001 FAILURE  34
001001111   14   13   16   13   14   14   19   11  3.022471 0.932939 SUCCESS  35
001010011    7    6    6    6    6    5    7   11 39.037714 0.000005 FAILURE  36
001010101   21   25   24   22   22   22   30   24 46.326731 0.000000 FAILURE  37
001010111   18   13   12   17   14   13   20   17  4.144479 0.843858 SUCCESS  38
001011011   17   12   18   18   19   17   17   20  5.549818 0.697515 SUCCESS  39
001011101   24   14   14   20   21   19   12   16 11.758841 0.162292 SUCCESS  40
001011111    8   15   16   13   15    8   10   12  9.402515 0.309486 SUCCESS  41
001100101    8   11   11   17    9   12   14   12  9.603701 0.293949 SUCCESS  42
001100111   10   12   12   12   11   12   13   11  6.637084 0.576246 SUCCESS  43
001101011   15   12   18   15   14   18   11   14  3.097074 0.928119 SUCCESS  44
001101101    7   10   11   10    3   13    6   17 24.946888 0.001587 FAILURE  45
001101111   17   20   14   19   21   21   16   17  8.527747 0.383685 SUCCESS  46
001110101   16   16   12   10   13   20   10   11  7.285888 0.506125 SUCCESS  47
001110111   11   11   12   16   12   11    8   10  9.666993 0.289181 SUCCESS  48
001111011    4   14    6   11    9    7    9    8 27.756758 0.000523 FAILURE  49
001111101   12    9   15   16   15   13   12   16  4.114315 0.846665 SUCCESS  50
001111111   14   10   13    8   11   12   13   10  9.115415 0.332654 SUCCESS  51
010000011   14   15   16   17   15   19   15   19  2.638951 0.954936 SUCCESS  52
010000111   15   12   18   16   17   16   13   15  1.934397 0.982957 SUCCESS  53
010001011   23   19   19   19   23   24   20   11 20.618025 0.008234 FAILURE  54
010001111   15   23   13   20   15   21   18   26 17.915885 0.021866 SUCCESS  55
010010011   16   13   19   18   12   14   15   12  3.376633 0.908550 SUCCESS  56
010010111   11   18   17   12   17   12   16   10  5.295845 0.725538 SUCCESS  57
010011011    5    9    6   10    4    6    3   11 41.519815 0.000002 FAILURE  58
010011111   12   11   16   11   13   13   20   10  6.868434 0.550892 SUCCESS  59
010100011   11    8    8   11   12    9   15   10 13.721683 0.089314 SUCCESS  60
010100111   10    7    9    7    9    9   11   13 19.289443 0.013386 SUCCESS  61
010101011   26   28   28   25   23   27   27   27 72.911014 0.000000 FAILURE  62
010101111   14   14   14   13   11   14   19   20  4.479789 0.811452 SUCCESS  63
010110011   23   19   21   23   20   22   18   23 22.638233 0.003861 FAILURE  64
010110111   11    8   14    9   11   11   12   16  9.875720 0.273857 SUCCESS  65
010111011   13    7   13   10   13    8    4    6 24.182813 0.002135 FAILURE  66
010111111   16   14   14   15    9    9   18   15  5.772819 0.672662 SUCCESS  67
011000111   23   23   19   21   24   22   17   24 27.334187 0.000619 FAILURE  68
011001111   21   20   19   22   20   21   19   19 15.176848 0.055797 SUCCESS  69
011010111   10    7   13   11    6   17    7    8 21.089613 0.006913 FAILURE  70
011011111   11   14    4    8   10   16   10   10 18.063475 0.020756 SUCCESS  71
011101111   17   16   16   14   13   14    8    7  8.590230 0.378033 SUCCESS  72
011111111   11   10    8    9    9    9   11    8 18.048393 0.020867 SUCCESS  73
100000000   26   26   26   24   30   23   25   21 60.067972 0.000000 FAILURE  74
100010000    7    9    7   10    8    8   13    9 22.453476 0.004142 FAILURE  75
100100000    8    4    3    8    5    5    5    5 52.461690 0.000000 FAILURE  76
100101000   17   11   17   14   21   14   24   10 11.598324 0.170045 SUCCESS  77
100110000   10    9    7    8   10    8   10   10 20.455891 0.008742 FAILURE  78
100111000   26   28   30   32   29   29   34   33 129.918002 0.000000 FAILURE  79
101000000   12    7    9    9   12   12   10    7 17.295629 0.027174 SUCCESS  80
101000100    3    7    4    5    6    6    6    6 51.772217 0.000000 FAILURE  81
101001000   10   14   11   10   14   13   10   11  7.740240 0.459247 SUCCESS  82
101001100    9   15   11   13   13   12    8   11  9.186247 0.326829 SUCCESS  83
101010000   13   13   15   14   11   19   12   17  3.711943 0.882133 SUCCESS  84
101010100    5    6    8   10    8    3   12   10 33.123332 0.000059 FAILURE  85
101011000   28   29   21   27   23   26   23   24 60.481656 0.000000 FAILURE  86
101011100   14   11   13   15   12   11   15    8  6.510501 0.590243 SUCCESS  87
101100000   26   28   27   24   26   27   27   28 75.534780 0.000000 FAILURE  88
101100100   21   16   21   17   16   22   28   29 34.016415 0.000040 FAILURE  89
101101000   23   27   28   23   24   23   24   23 50.541940 0.000000 FAILURE  90
101101100   14   10   11   16   16   14   12   16  3.771464 0.877132 SUCCESS  91
101110000   14   12   18   10   10    9   14   12  7.889446 0.444343 SUCCESS  92
101110100   11   16   11   15   13   15   12   14  3.216115 0.920072 SUCCESS  93
101111000   25   27   22   21   24   25   18   24 41.492882 0.000002 FAILURE  94
101111100   14   16   13   12   15   15   11   14  2.187562 0.974715 SUCCESS  95
110000000   18   24   22   21   21   18   23   17 19.939864 0.010566 SUCCESS  96
110000010   15   16   14   16   11   17   15   16  1.654837 0.989829 SUCCESS  97
110000100   12   15   13   15   17   13   14   12  2.120500 0.977093 SUCCESS  98
110001000   16   17   12   18   16   17   20   15  3.675045 0.885188 SUCCESS  99
110001010   13   11   10   10   12   10    9   11 10.691775 0.219783 SUCCESS 100
110010000   13    6   11    8   10    7   13    6 22.252290 0.004469 FAILURE 101
110010010   22   16   24   21   19   17   21   23 19.869031 0.010843 SUCCESS 102
110010100   17   17   21   18   20   20   24   14 12.813788 0.118419 SUCCESS 103
110011000   16   15   11   19   14   12   13    8  6.596416 0.580734 SUCCESS 104
110011010   14   15   14   16   13   17   15   16  0.827470 0.999121 SUCCESS 105
110100000   12   11   10    7   13   11   12   11 10.900502 0.207401 SUCCESS 106
110100010   11    9   12   10    8   10   12    9 14.060764 0.080195 SUCCESS 107
110100100   10    8    8   10   11    9    7    7 22.520538 0.004038 FAILURE 108
110101000   14   13   16   12   10   23   12   15  7.781716 0.455078 SUCCESS 109
110101010   10    9   12   13    9    8    9   13 13.650851 0.091332 SUCCESS 110
110101100   25   28   19   21   22   29   22   26 50.881020 0.000000 FAILURE 111
110110000   16   17   16   12   16   11   16   15  2.273477 0.971459 SUCCESS 112
110110010   22   16   24   16   24   18   25   26 30.639885 0.000163 FAILURE 113
110110100    7   10   11    7    9   11    9   12 18.257120 0.019379 SUCCESS 114
110111000    9    9   14   12   12    9    9   10 12.894316 0.115538 SUCCESS 115
110111010    3    7   11    9    7    2    5    8 44.136040 0.000001 FAILURE 116
110111100   24   27   24   23   23   26   23   24 48.402690 0.000000 FAILURE 117
111000000   15   16   18   13   14   13   22   19  5.810525 0.668446 SUCCESS 118
111000010   42   41   42   43   43   42   40   45 411.060923 0.000000 FAILURE 119
111000100   11   13    8   11   12   11   11   10 10.348924 0.241385 SUCCESS 120
111000110   25   24   31   26   31   21   23   25 70.074750 0.000000 FAILURE 121
111001000    9    8    5    9    8   10    8    7 28.025006 0.000470 FAILURE 122
111001010   22   23   22   21   24   20   28   18 33.342024 0.000053 FAILURE 123
111001100    9   10    7   17   10    9    9    8 18.883301 0.015496 SUCCESS 124
111010000    9    8    6    9    8   11   10   10 21.764003 0.005372 FAILURE 125
111010010   13    7    7   15   15    9    8    8 18.268431 0.019302 SUCCESS 126
111010100   22   22   22   20   19   25   20   24 27.267125 0.000636 FAILURE 127
111010110   17   18   15   15   14   20   15   16  2.776846 0.947572 SUCCESS 128
111011000    2    3    5    2    1    0    3    7 83.312353 0.000000 FAILURE 129
111011010   10   10    9    7   10    9    9   11 18.048393 0.020867 SUCCESS 130
111011100    9    5    9   12    9    7    3    7 33.604078 0.000048 FAILURE 131
111100000   16   15   17   13   10   17   14   20  4.416498 0.817728 SUCCESS 132
111100010    9   10    7   11   11   11    9   15 14.340323 0.073315 SUCCESS 133
111100100   10   10    6   11    9    9    9    8 20.869574 0.007502 FAILURE 134
111100110   22   23   21   23   24   28   24   19 38.731222 0.000006 FAILURE 135
111101000   11    7    4   10    8    6    4   11 33.879867 0.000043 FAILURE 136
111101010   12   13   16   13    9   15   21   13  6.466063 0.595174 SUCCESS 137
111101100    4   12   11    9    8    8    8   12 23.213781 0.003100 FAILURE 138
111101110    7    8   10    8    8    5    7    7 31.878511 0.000098 FAILURE 139
111110000   12    8   13   10    9   12   10   11 11.861993 0.157468 SUCCESS 140
111110010   15   19   14   18   21   18   22   15  8.315249 0.403297 SUCCESS 141
111110100   12    7    5   10   11    7    4    9 29.888467 0.000221 FAILURE 142
111110110    7    7    4    6    6    6    5    9 43.167008 0.000001 FAILURE 143
111111000    8    8   14   11    9   11   11   13 12.827254 0.117933 SUCCESS 144
111111010   18   15   13   12   13   13   14   14  2.191333 0.974577 SUCCESS 145
111111100    9    8   11    9    9   15   12    9 14.958963 0.059948 SUCCESS 146
111111110   11   10    8    9    9    9   11    8 18.048393 0.020867 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 14.986328	M = 7681	N = 8	m = 9	n = 61448
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   29   28   24   23   25   26   23   25 61.864371 0.000000 FAILURE   0
000000011   19   16   17   18   17   17   16   11  3.812940 0.873594 SUCCESS   1
000000101   22   25   16   17   22   21   19   20 19.384515 0.012933 SUCCESS   2
000000111   14    6   11    8   14   10    8    8 18.607512 0.017106 SUCCESS   3
000001001    7    4    6    3    7    5    4    3 57.694140 0.000000 FAILURE   4
000001011   23   24   15   17   22   20   20   19 18.277589 0.019239 SUCCESS   5
000001101    9   10   11   15    9    9   15   14 10.289403 0.245298 SUCCESS   6
000001111   14    9    8    7   13   13    6   12 17.027381 0.029825 SUCCESS   7
000010001   11    9   10   11   10   11   10   15 10.900502 0.207401 SUCCESS   8
000010011    4    7    7    3    8    4    8    6 47.642923 0.000000 FAILURE   9
000010101   14   10   17   11   14   15   14   14  3.357780 0.909943 SUCCESS  10
000010111   46   46   44   39   48   41   44   45 472.383309 0.000000 FAILURE  11
000011001   10   10   14   11   14   10   10   18  8.713043 0.367079 SUCCESS  12
000011011    7    7    9   11    5    9   13   10 23.694526 0.002578 FAILURE  13
000011101   15   15   14   17   13   17   15   14  0.965365 0.998458 SUCCESS  14
000011111    8    6    5    6    8    8    5    6 40.550783 0.000003 FAILURE  15
000100011   17   13   16   14   14   12   15   16  1.442340 0.993624 SUCCESS  16
000100101   17   13   11   20   17   14   17   15  4.006585 0.856529 SUCCESS  17
000100111    4    8    8    6    7    3    7    6 44.888804 0.000000 FAILURE  18
000101001    7   14   12    7    7   10   12   10 17.918039 0.021849 SUCCESS  19
000101011   12   10   12   12   13   14    9   11  7.464451 0.487448 SUCCESS  20
000101101   23   19   12   19   15   18   22   15 11.281866 0.186234 SUCCESS  21
000101111   21   23   16   21   21   21   17   19 15.862549 0.044390 SUCCESS  22
000110011   10   12   14   11   12   11   11   17  6.577563 0.582818 SUCCESS  23
000110101   14   12   17   12   11   16   18   12  3.983961 0.858568 SUCCESS  24
000110111   11    8   13   15    9   12   14   15  7.885676 0.444717 SUCCESS  25
000111001   10   15   13   12   12   12   14   10  5.612302 0.690569 SUCCESS  26
000111011   19   20   14   19   22   20   15   18  9.772568 0.281353 SUCCESS  27
